harness,task,model,run,build_ok,test_ok,in_tok,out_tok,cost_usd,model_calls,telemetry_note,latency_s,workdir,transcript_path,error
raw_api,data-bug1-sales-genre,Modelo F,3,True,True,328,574,0.0002,1,legacy raw_api row; one OpenRouter request,7.3,results\data-bug1-sales-genre__tencent_hy3-preview__r3,results\data-bug1-sales-genre__tencent_hy3-preview__r3/_raw_response.txt,
raw_api,data-bug1-sales-genre,Modelo H,1,True,True,298,1059,0.002,1,legacy raw_api row; one OpenRouter request,52.2,results\data-bug1-sales-genre__z-ai_glm-4.7__r1,results\data-bug1-sales-genre__z-ai_glm-4.7__r1/_raw_response.txt,
raw_api,data-bug1-sales-genre,Modelo H,2,True,True,298,972,0.0018,1,legacy raw_api row; one OpenRouter request,44.5,results\data-bug1-sales-genre__z-ai_glm-4.7__r2,results\data-bug1-sales-genre__z-ai_glm-4.7__r2/_raw_response.txt,
raw_api,data-bug1-sales-genre,Modelo H,3,True,True,298,968,0.0018,1,legacy raw_api row; one OpenRouter request,48.1,results\data-bug1-sales-genre__z-ai_glm-4.7__r3,results\data-bug1-sales-genre__z-ai_glm-4.7__r3/_raw_response.txt,
raw_api,data-bug1-sales-genre,Modelo B,1,True,True,305,392,0.0019,1,legacy raw_api row; one OpenRouter request,21.8,results\data-bug1-sales-genre__z-ai_glm-5.2__r1,results\data-bug1-sales-genre__z-ai_glm-5.2__r1/_raw_response.txt,
raw_api,data-bug1-sales-genre,Modelo B,2,True,True,305,378,0.0018,1,legacy raw_api row; one OpenRouter request,11.5,results\data-bug1-sales-genre__z-ai_glm-5.2__r2,results\data-bug1-sales-genre__z-ai_glm-5.2__r2/_raw_response.txt,
raw_api,data-bug1-sales-genre,Modelo B,3,True,True,305,464,0.0022,1,legacy raw_api row; one OpenRouter request,19.2,results\data-bug1-sales-genre__z-ai_glm-5.2__r3,results\data-bug1-sales-genre__z-ai_glm-5.2__r3/_raw_response.txt,
raw_api,data-feat1-customer-ranking,Modelo A,1,True,True,390,702,0.0002,1,legacy raw_api row; one OpenRouter request,5.6,results\data-feat1-customer-ranking__deepseek_deepseek-v4-flash__r1,results\data-feat1-customer-ranking__deepseek_deepseek-v4-flash__r1/_raw_response.txt,
raw_api,data-feat1-customer-ranking,Modelo A,2,True,True,390,832,0.0002,1,legacy raw_api row; one OpenRouter request,9.4,results\data-feat1-customer-ranking__deepseek_deepseek-v4-flash__r2,results\data-feat1-customer-ranking__deepseek_deepseek-v4-flash__r2/_raw_response.txt,
raw_api,data-feat1-customer-ranking,Modelo A,3,True,True,390,898,0.0002,1,legacy raw_api row; one OpenRouter request,9.5,results\data-feat1-customer-ranking__deepseek_deepseek-v4-flash__r3,results\data-feat1-customer-ranking__deepseek_deepseek-v4-flash__r3/_raw_response.txt,
raw_api,data-feat1-customer-ranking,Modelo K,1,True,True,390,954,0.001,1,legacy raw_api row; one OpenRouter request,13.5,results\data-feat1-customer-ranking__deepseek_deepseek-v4-pro__r1,results\data-feat1-customer-ranking__deepseek_deepseek-v4-pro__r1/_raw_response.txt,
raw_api,data-feat1-customer-ranking,Modelo K,2,True,True,390,1412,0.0014,1,legacy raw_api row; one OpenRouter request,15.9,results\data-feat1-customer-ranking__deepseek_deepseek-v4-pro__r2,results\data-feat1-customer-ranking__deepseek_deepseek-v4-pro__r2/_raw_response.txt,
raw_api,data-feat1-customer-ranking,Modelo K,3,True,True,390,967,0.001,1,legacy raw_api row; one OpenRouter request,80.4,results\data-feat1-customer-ranking__deepseek_deepseek-v4-pro__r3,results\data-feat1-customer-ranking__deepseek_deepseek-v4-pro__r3/_raw_response.txt,
raw_api,data-feat1-customer-ranking,Modelo D,1,True,True,394,325,0.0006,1,legacy raw_api row; one OpenRouter request,2.3,results\data-feat1-customer-ranking__google_gemini-3.1-flash-lite__r1,results\data-feat1-customer-ranking__google_gemini-3.1-flash-lite__r1/_raw_response.txt,
raw_api,data-feat1-customer-ranking,Modelo D,2,True,True,394,325,0.0006,1,legacy raw_api row; one OpenRouter request,2.4,results\data-feat1-customer-ranking__google_gemini-3.1-flash-lite__r2,results\data-feat1-customer-ranking__google_gemini-3.1-flash-lite__r2/_raw_response.txt,
raw_api,data-feat1-customer-ranking,Modelo D,3,True,True,394,325,0.0006,1,legacy raw_api row; one OpenRouter request,2.3,results\data-feat1-customer-ranking__google_gemini-3.1-flash-lite__r3,results\data-feat1-customer-ranking__google_gemini-3.1-flash-lite__r3/_raw_response.txt,
raw_api,data-feat1-customer-ranking,Modelo E,1,True,True,412,1305,0.0014,1,legacy raw_api row; one OpenRouter request,21.9,results\data-feat1-customer-ranking__minimax_minimax-m2.7__r1,results\data-feat1-customer-ranking__minimax_minimax-m2.7__r1/_raw_response.txt,
raw_api,data-feat1-customer-ranking,Modelo E,2,True,True,412,2105,0.0022,1,legacy raw_api row; one OpenRouter request,48.5,results\data-feat1-customer-ranking__minimax_minimax-m2.7__r2,results\data-feat1-customer-ranking__minimax_minimax-m2.7__r2/_raw_response.txt,
raw_api,data-feat1-customer-ranking,Modelo E,3,True,True,412,1204,0.0013,1,legacy raw_api row; one OpenRouter request,26.8,results\data-feat1-customer-ranking__minimax_minimax-m2.7__r3,results\data-feat1-customer-ranking__minimax_minimax-m2.7__r3/_raw_response.txt,
raw_api,data-feat1-customer-ranking,Modelo G,1,True,True,547,612,0.0009,1,legacy raw_api row; one OpenRouter request,10.4,results\data-feat1-customer-ranking__minimax_minimax-m3__r1,results\data-feat1-customer-ranking__minimax_minimax-m3__r1/_raw_response.txt,
raw_api,data-feat1-customer-ranking,Modelo G,2,True,True,547,697,0.001,1,legacy raw_api row; one OpenRouter request,13.1,results\data-feat1-customer-ranking__minimax_minimax-m3__r2,results\data-feat1-customer-ranking__minimax_minimax-m3__r2/_raw_response.txt,
raw_api,data-feat1-customer-ranking,Modelo G,3,True,True,547,621,0.0009,1,legacy raw_api row; one OpenRouter request,10.1,results\data-feat1-customer-ranking__minimax_minimax-m3__r3,results\data-feat1-customer-ranking__minimax_minimax-m3__r3/_raw_response.txt,
raw_api,data-feat1-customer-ranking,Modelo L,1,True,True,375,263,0.0006,1,legacy raw_api row; one OpenRouter request,8.2,results\data-feat1-customer-ranking__qwen_qwen3-coder__r1,results\data-feat1-customer-ranking__qwen_qwen3-coder__r1/_raw_response.txt,
raw_api,data-feat1-customer-ranking,Modelo L,2,True,True,375,262,0.0006,1,legacy raw_api row; one OpenRouter request,5.5,results\data-feat1-customer-ranking__qwen_qwen3-coder__r2,results\data-feat1-customer-ranking__qwen_qwen3-coder__r2/_raw_response.txt,
raw_api,data-feat1-customer-ranking,Modelo L,3,True,True,375,278,0.0006,1,legacy raw_api row; one OpenRouter request,4.9,results\data-feat1-customer-ranking__qwen_qwen3-coder__r3,results\data-feat1-customer-ranking__qwen_qwen3-coder__r3/_raw_response.txt,
raw_api,data-feat1-customer-ranking,Modelo C,1,True,True,375,304,0.0003,1,legacy raw_api row; one OpenRouter request,6.0,results\data-feat1-customer-ranking__qwen_qwen3-coder-next__r1,results\data-feat1-customer-ranking__qwen_qwen3-coder-next__r1/_raw_response.txt,
raw_api,data-feat1-customer-ranking,Modelo C,2,True,True,375,304,0.0003,1,legacy raw_api row; one OpenRouter request,8.2,results\data-feat1-customer-ranking__qwen_qwen3-coder-next__r2,results\data-feat1-customer-ranking__qwen_qwen3-coder-next__r2/_raw_response.txt,
raw_api,data-feat1-customer-ranking,Modelo C,3,True,True,375,305,0.0003,1,legacy raw_api row; one OpenRouter request,2.7,results\data-feat1-customer-ranking__qwen_qwen3-coder-next__r3,results\data-feat1-customer-ranking__qwen_qwen3-coder-next__r3/_raw_response.txt,
raw_api,data-feat1-customer-ranking,Modelo I,1,True,True,395,1840,0.0025,1,legacy raw_api row; one OpenRouter request,35.0,results\data-feat1-customer-ranking__qwen_qwen3.7-plus__r1,results\data-feat1-customer-ranking__qwen_qwen3.7-plus__r1/_raw_response.txt,
raw_api,data-feat1-customer-ranking,Modelo I,2,True,True,395,1876,0.0025,1,legacy raw_api row; one OpenRouter request,36.1,results\data-feat1-customer-ranking__qwen_qwen3.7-plus__r2,results\data-feat1-customer-ranking__qwen_qwen3.7-plus__r2/_raw_response.txt,
raw_api,data-feat1-customer-ranking,Modelo I,3,True,True,395,2114,0.0028,1,legacy raw_api row; one OpenRouter request,40.1,results\data-feat1-customer-ranking__qwen_qwen3.7-plus__r3,results\data-feat1-customer-ranking__qwen_qwen3.7-plus__r3/_raw_response.txt,
raw_api,data-feat1-customer-ranking,Modelo F,1,True,True,407,2577,0.0007,1,legacy raw_api row; one OpenRouter request,48.4,results\data-feat1-customer-ranking__tencent_hy3-preview__r1,results\data-feat1-customer-ranking__tencent_hy3-preview__r1/_raw_response.txt,
raw_api,data-feat1-customer-ranking,Modelo F,2,True,True,407,2022,0.0006,1,legacy raw_api row; one OpenRouter request,40.4,results\data-feat1-customer-ranking__tencent_hy3-preview__r2,results\data-feat1-customer-ranking__tencent_hy3-preview__r2/_raw_response.txt,
raw_api,data-feat1-customer-ranking,Modelo F,3,True,True,407,3852,0.001,1,legacy raw_api row; one OpenRouter request,71.2,results\data-feat1-customer-ranking__tencent_hy3-preview__r3,results\data-feat1-customer-ranking__tencent_hy3-preview__r3/_raw_response.txt,
raw_api,data-feat1-customer-ranking,Modelo H,1,True,True,371,1625,0.003,1,legacy raw_api row; one OpenRouter request,20.3,results\data-feat1-customer-ranking__z-ai_glm-4.7__r1,results\data-feat1-customer-ranking__z-ai_glm-4.7__r1/_raw_response.txt,
raw_api,data-feat1-customer-ranking,Modelo H,2,True,True,371,1418,0.0026,1,legacy raw_api row; one OpenRouter request,19.0,results\data-feat1-customer-ranking__z-ai_glm-4.7__r2,results\data-feat1-customer-ranking__z-ai_glm-4.7__r2/_raw_response.txt,
raw_api,data-feat1-customer-ranking,Modelo H,3,True,True,371,1787,0.0033,1,legacy raw_api row; one OpenRouter request,54.0,results\data-feat1-customer-ranking__z-ai_glm-4.7__r3,results\data-feat1-customer-ranking__z-ai_glm-4.7__r3/_raw_response.txt,
raw_api,data-feat1-customer-ranking,Modelo B,1,True,True,378,706,0.0032,1,legacy raw_api row; one OpenRouter request,41.3,results\data-feat1-customer-ranking__z-ai_glm-5.2__r1,results\data-feat1-customer-ranking__z-ai_glm-5.2__r1/_raw_response.txt,
raw_api,data-feat1-customer-ranking,Modelo B,2,True,True,378,605,0.0028,1,legacy raw_api row; one OpenRouter request,12.2,results\data-feat1-customer-ranking__z-ai_glm-5.2__r2,results\data-feat1-customer-ranking__z-ai_glm-5.2__r2/_raw_response.txt,
raw_api,data-feat1-customer-ranking,Modelo B,3,True,True,378,1382,0.0059,1,legacy raw_api row; one OpenRouter request,7.7,results\data-feat1-customer-ranking__z-ai_glm-5.2__r3,results\data-feat1-customer-ranking__z-ai_glm-5.2__r3/_raw_response.txt,
raw_api,ng-bug1-missing-input,Modelo A,1,True,True,1070,1126,0.0003,1,legacy raw_api row; one OpenRouter request,10.9,results\ng-bug1-missing-input__deepseek_deepseek-v4-flash__r1,results\ng-bug1-missing-input__deepseek_deepseek-v4-flash__r1/_raw_response.txt,
raw_api,ng-bug1-missing-input,Modelo A,2,True,True,1070,1096,0.0003,1,legacy raw_api row; one OpenRouter request,9.3,results\ng-bug1-missing-input__deepseek_deepseek-v4-flash__r2,results\ng-bug1-missing-input__deepseek_deepseek-v4-flash__r2/_raw_response.txt,
raw_api,ng-bug1-missing-input,Modelo A,3,True,True,1070,983,0.0003,1,legacy raw_api row; one OpenRouter request,9.7,results\ng-bug1-missing-input__deepseek_deepseek-v4-flash__r3,results\ng-bug1-missing-input__deepseek_deepseek-v4-flash__r3/_raw_response.txt,
raw_api,ng-bug1-missing-input,Modelo K,1,True,True,1070,1158,0.0015,1,legacy raw_api row; one OpenRouter request,11.8,results\ng-bug1-missing-input__deepseek_deepseek-v4-pro__r1,results\ng-bug1-missing-input__deepseek_deepseek-v4-pro__r1/_raw_response.txt,
raw_api,ng-bug1-missing-input,Modelo K,2,True,True,1070,1187,0.0015,1,legacy raw_api row; one OpenRouter request,12.5,results\ng-bug1-missing-input__deepseek_deepseek-v4-pro__r2,results\ng-bug1-missing-input__deepseek_deepseek-v4-pro__r2/_raw_response.txt,
raw_api,ng-bug1-missing-input,Modelo K,3,True,True,1070,1290,0.0016,1,legacy raw_api row; one OpenRouter request,14.5,results\ng-bug1-missing-input__deepseek_deepseek-v4-pro__r3,results\ng-bug1-missing-input__deepseek_deepseek-v4-pro__r3/_raw_response.txt,
raw_api,ng-bug1-missing-input,Modelo D,1,True,True,1215,1132,0.002,1,legacy raw_api row; one OpenRouter request,4.2,results\ng-bug1-missing-input__google_gemini-3.1-flash-lite__r1,results\ng-bug1-missing-input__google_gemini-3.1-flash-lite__r1/_raw_response.txt,
raw_api,ng-bug1-missing-input,Modelo D,2,True,True,1215,1132,0.002,1,legacy raw_api row; one OpenRouter request,4.2,results\ng-bug1-missing-input__google_gemini-3.1-flash-lite__r2,results\ng-bug1-missing-input__google_gemini-3.1-flash-lite__r2/_raw_response.txt,
raw_api,ng-bug1-missing-input,Modelo D,3,True,True,1214,1132,0.002,1,legacy raw_api row; one OpenRouter request,4.6,results\ng-bug1-missing-input__google_gemini-3.1-flash-lite__r3,results\ng-bug1-missing-input__google_gemini-3.1-flash-lite__r3/_raw_response.txt,
raw_api,ng-bug1-missing-input,Modelo E,1,True,True,1073,2218,0.0025,1,legacy raw_api row; one OpenRouter request,31.9,results\ng-bug1-missing-input__minimax_minimax-m2.7__r1,results\ng-bug1-missing-input__minimax_minimax-m2.7__r1/_raw_response.txt,
raw_api,ng-bug1-missing-input,Modelo E,2,True,True,1073,2247,0.0025,1,legacy raw_api row; one OpenRouter request,41.7,results\ng-bug1-missing-input__minimax_minimax-m2.7__r2,results\ng-bug1-missing-input__minimax_minimax-m2.7__r2/_raw_response.txt,
raw_api,ng-bug1-missing-input,Modelo E,3,True,True,1073,3019,0.0033,1,legacy raw_api row; one OpenRouter request,48.3,results\ng-bug1-missing-input__minimax_minimax-m2.7__r3,results\ng-bug1-missing-input__minimax_minimax-m2.7__r3/_raw_response.txt,
raw_api,ng-bug1-missing-input,Modelo G,1,True,True,1208,1105,0.0017,1,legacy raw_api row; one OpenRouter request,15.0,results\ng-bug1-missing-input__minimax_minimax-m3__r1,results\ng-bug1-missing-input__minimax_minimax-m3__r1/_raw_response.txt,
raw_api,ng-bug1-missing-input,Modelo G,2,True,True,1208,1086,0.0017,1,legacy raw_api row; one OpenRouter request,14.9,results\ng-bug1-missing-input__minimax_minimax-m3__r2,results\ng-bug1-missing-input__minimax_minimax-m3__r2/_raw_response.txt,
raw_api,ng-bug1-missing-input,Modelo L,1,True,True,1002,913,0.0019,1,legacy raw_api row; one OpenRouter request,10.4,results\ng-bug1-missing-input__qwen_qwen3-coder__r1,results\ng-bug1-missing-input__qwen_qwen3-coder__r1/_raw_response.txt,
raw_api,ng-bug1-missing-input,Modelo L,2,True,True,1002,914,0.0019,1,legacy raw_api row; one OpenRouter request,8.3,results\ng-bug1-missing-input__qwen_qwen3-coder__r2,results\ng-bug1-missing-input__qwen_qwen3-coder__r2/_raw_response.txt,
raw_api,ng-bug1-missing-input,Modelo L,3,True,True,1002,913,0.0019,1,legacy raw_api row; one OpenRouter request,12.7,results\ng-bug1-missing-input__qwen_qwen3-coder__r3,results\ng-bug1-missing-input__qwen_qwen3-coder__r3/_raw_response.txt,
raw_api,ng-bug1-missing-input,Modelo C,1,True,True,1002,914,0.0008,1,legacy raw_api row; one OpenRouter request,5.0,results\ng-bug1-missing-input__qwen_qwen3-coder-next__r1,results\ng-bug1-missing-input__qwen_qwen3-coder-next__r1/_raw_response.txt,
raw_api,ng-bug1-missing-input,Modelo C,2,True,True,1002,914,0.0008,1,legacy raw_api row; one OpenRouter request,24.0,results\ng-bug1-missing-input__qwen_qwen3-coder-next__r2,results\ng-bug1-missing-input__qwen_qwen3-coder-next__r2/_raw_response.txt,
raw_api,ng-bug1-missing-input,Modelo C,3,True,True,1002,914,0.0008,1,legacy raw_api row; one OpenRouter request,5.0,results\ng-bug1-missing-input__qwen_qwen3-coder-next__r3,results\ng-bug1-missing-input__qwen_qwen3-coder-next__r3/_raw_response.txt,
raw_api,ng-bug1-missing-input,Modelo I,1,True,True,1125,2353,0.0034,1,legacy raw_api row; one OpenRouter request,44.7,results\ng-bug1-missing-input__qwen_qwen3.7-plus__r1,results\ng-bug1-missing-input__qwen_qwen3.7-plus__r1/_raw_response.txt,
raw_api,ng-bug1-missing-input,Modelo I,2,True,True,1125,1334,0.0021,1,legacy raw_api row; one OpenRouter request,26.1,results\ng-bug1-missing-input__qwen_qwen3.7-plus__r2,results\ng-bug1-missing-input__qwen_qwen3.7-plus__r2/_raw_response.txt,
raw_api,ng-bug1-missing-input,Modelo I,3,True,True,1125,2351,0.0034,1,legacy raw_api row; one OpenRouter request,44.2,results\ng-bug1-missing-input__qwen_qwen3.7-plus__r3,results\ng-bug1-missing-input__qwen_qwen3.7-plus__r3/_raw_response.txt,
raw_api,ng-bug1-missing-input,Modelo F,1,True,True,1069,1277,0.0004,1,legacy raw_api row; one OpenRouter request,24.2,results\ng-bug1-missing-input__tencent_hy3-preview__r1,results\ng-bug1-missing-input__tencent_hy3-preview__r1/_raw_response.txt,
raw_api,ng-bug1-missing-input,Modelo F,2,True,True,1069,1492,0.0005,1,legacy raw_api row; one OpenRouter request,14.5,results\ng-bug1-missing-input__tencent_hy3-preview__r2,results\ng-bug1-missing-input__tencent_hy3-preview__r2/_raw_response.txt,
raw_api,ng-bug1-missing-input,Modelo F,3,True,True,1069,1401,0.0004,1,legacy raw_api row; one OpenRouter request,25.2,results\ng-bug1-missing-input__tencent_hy3-preview__r3,results\ng-bug1-missing-input__tencent_hy3-preview__r3/_raw_response.txt,
raw_api,ng-bug1-missing-input,Modelo H,1,True,True,999,1484,0.003,1,legacy raw_api row; one OpenRouter request,31.0,results\ng-bug1-missing-input__z-ai_glm-4.7__r1,results\ng-bug1-missing-input__z-ai_glm-4.7__r1/_raw_response.txt,
raw_api,ng-bug1-missing-input,Modelo H,2,True,True,999,1521,0.0031,1,legacy raw_api row; one OpenRouter request,23.4,results\ng-bug1-missing-input__z-ai_glm-4.7__r2,results\ng-bug1-missing-input__z-ai_glm-4.7__r2/_raw_response.txt,
raw_api,ng-bug1-missing-input,Modelo H,3,True,True,999,2353,0.0045,1,legacy raw_api row; one OpenRouter request,84.2,results\ng-bug1-missing-input__z-ai_glm-4.7__r3,results\ng-bug1-missing-input__z-ai_glm-4.7__r3/_raw_response.txt,
raw_api,ng-bug1-missing-input,Modelo B,1,True,True,1006,1039,0.0052,1,legacy raw_api row; one OpenRouter request,7.3,results\ng-bug1-missing-input__z-ai_glm-5.2__r1,results\ng-bug1-missing-input__z-ai_glm-5.2__r1/_raw_response.txt,
raw_api,ng-bug1-missing-input,Modelo B,2,True,True,1006,1009,0.005,1,legacy raw_api row; one OpenRouter request,32.9,results\ng-bug1-missing-input__z-ai_glm-5.2__r2,results\ng-bug1-missing-input__z-ai_glm-5.2__r2/_raw_response.txt,
raw_api,ng-bug1-missing-input,Modelo B,3,True,True,1006,1050,0.0052,1,legacy raw_api row; one OpenRouter request,10.7,results\ng-bug1-missing-input__z-ai_glm-5.2__r3,results\ng-bug1-missing-input__z-ai_glm-5.2__r3/_raw_response.txt,
raw_api,ng-feat1-reading-time,Modelo A,1,True,True,539,956,0.0002,1,legacy raw_api row; one OpenRouter request,8.9,results\ng-feat1-reading-time__deepseek_deepseek-v4-flash__r1,results\ng-feat1-reading-time__deepseek_deepseek-v4-flash__r1/_raw_response.txt,
raw_api,ng-feat1-reading-time,Modelo A,2,True,True,539,949,0.0002,1,legacy raw_api row; one OpenRouter request,54.2,results\ng-feat1-reading-time__deepseek_deepseek-v4-flash__r2,results\ng-feat1-reading-time__deepseek_deepseek-v4-flash__r2/_raw_response.txt,
raw_api,ng-feat1-reading-time,Modelo A,3,True,True,539,904,0.0002,1,legacy raw_api row; one OpenRouter request,8.8,results\ng-feat1-reading-time__deepseek_deepseek-v4-flash__r3,results\ng-feat1-reading-time__deepseek_deepseek-v4-flash__r3/_raw_response.txt,
raw_api,ng-feat1-reading-time,Modelo K,1,True,True,539,939,0.0011,1,legacy raw_api row; one OpenRouter request,11.9,results\ng-feat1-reading-time__deepseek_deepseek-v4-pro__r1,results\ng-feat1-reading-time__deepseek_deepseek-v4-pro__r1/_raw_response.txt,
raw_api,ng-feat1-reading-time,Modelo K,2,True,True,539,929,0.001,1,legacy raw_api row; one OpenRouter request,26.7,results\ng-feat1-reading-time__deepseek_deepseek-v4-pro__r2,results\ng-feat1-reading-time__deepseek_deepseek-v4-pro__r2/_raw_response.txt,
raw_api,ng-feat1-reading-time,Modelo K,3,True,True,539,861,0.001,1,legacy raw_api row; one OpenRouter request,15.5,results\ng-feat1-reading-time__deepseek_deepseek-v4-pro__r3,results\ng-feat1-reading-time__deepseek_deepseek-v4-pro__r3/_raw_response.txt,
raw_api,ng-feat1-reading-time,Modelo D,1,True,True,580,531,0.0009,1,legacy raw_api row; one OpenRouter request,2.8,results\ng-feat1-reading-time__google_gemini-3.1-flash-lite__r1,results\ng-feat1-reading-time__google_gemini-3.1-flash-lite__r1/_raw_response.txt,
raw_api,ng-feat1-reading-time,Modelo D,2,True,True,580,531,0.0009,1,legacy raw_api row; one OpenRouter request,2.7,results\ng-feat1-reading-time__google_gemini-3.1-flash-lite__r2,results\ng-feat1-reading-time__google_gemini-3.1-flash-lite__r2/_raw_response.txt,
raw_api,ng-feat1-reading-time,Modelo D,3,True,True,580,538,0.001,1,legacy raw_api row; one OpenRouter request,2.5,results\ng-feat1-reading-time__google_gemini-3.1-flash-lite__r3,results\ng-feat1-reading-time__google_gemini-3.1-flash-lite__r3/_raw_response.txt,
raw_api,ng-feat1-reading-time,Modelo E,1,True,True,561,933,0.0011,1,legacy raw_api row; one OpenRouter request,16.4,results\ng-feat1-reading-time__minimax_minimax-m2.7__r1,results\ng-feat1-reading-time__minimax_minimax-m2.7__r1/_raw_response.txt,
raw_api,ng-feat1-reading-time,Modelo E,2,True,True,558,863,0.001,1,legacy raw_api row; one OpenRouter request,8.3,results\ng-feat1-reading-time__minimax_minimax-m2.7__r2,results\ng-feat1-reading-time__minimax_minimax-m2.7__r2/_raw_response.txt,
raw_api,ng-feat1-reading-time,Modelo E,3,True,True,561,1383,0.0015,1,legacy raw_api row; one OpenRouter request,26.7,results\ng-feat1-reading-time__minimax_minimax-m2.7__r3,results\ng-feat1-reading-time__minimax_minimax-m2.7__r3/_raw_response.txt,
raw_api,ng-feat1-reading-time,Modelo G,1,True,True,683,452,0.0007,1,legacy raw_api row; one OpenRouter request,4.5,results\ng-feat1-reading-time__minimax_minimax-m3__r1,results\ng-feat1-reading-time__minimax_minimax-m3__r1/_raw_response.txt,
raw_api,ng-feat1-reading-time,Modelo G,2,True,True,696,2306,0.003,1,legacy raw_api row; one OpenRouter request,22.7,results\ng-feat1-reading-time__minimax_minimax-m3__r2,results\ng-feat1-reading-time__minimax_minimax-m3__r2/_raw_response.txt,
raw_api,ng-feat1-reading-time,Modelo G,3,True,True,696,4227,0.0053,1,legacy raw_api row; one OpenRouter request,48.4,results\ng-feat1-reading-time__minimax_minimax-m3__r3,results\ng-feat1-reading-time__minimax_minimax-m3__r3/_raw_response.txt,
raw_api,ng-feat1-reading-time,Modelo L,1,True,True,517,452,0.0009,1,legacy raw_api row; one OpenRouter request,7.2,results\ng-feat1-reading-time__qwen_qwen3-coder__r1,results\ng-feat1-reading-time__qwen_qwen3-coder__r1/_raw_response.txt,
